t,height,roll_deg,pitch_deg,yaw_deg,x_cam,y_cam,z_cam,marker_id,height_relative_m,height_relative_mm
6.28258,0.59629,175.085,-2.093,-177.853,-0.10172,0.25093,0.59629,8,0.00035669,0.35669
6.31801,0.59755,174.612,-1.698,-177.842,-0.10171,0.25072,0.59755,8,-0.00090331,-0.90331
6.35159,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8,0.00118669,1.18669
6.38296,0.59644,174.951,-2.147,-177.81,-0.10179,0.25087,0.59644,8,0.00020669,0.20669
6.41953,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8,0.00071669,0.71669
6.45157,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
6.48248,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8,-0.00023331,-0.23331
6.51576,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8,0.00031669,0.31669
6.54963,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
6.58384,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8,0.00071669,0.71669
6.61943,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8,-0.00062331,-0.62331
6.64968,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
6.68328,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
6.71933,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8,0.00031669,0.31669
6.75059,0.59643,175.349,-2.381,-177.882,-0.10216,0.25095,0.59643,8,0.00021669,0.21669
6.7816,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8,0.00007669,0.07669
6.82514,0.59578,175.18,-2.323,-177.941,-0.10177,0.25074,0.59578,8,0.00086669,0.86669
6.85028,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
6.88258,0.59616,175.268,-2.374,-177.899,-0.10194,0.25084,0.59616,8,0.00048669,0.48669
6.91797,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
6.95141,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
6.98134,0.59658,175.305,-2.088,-177.967,-0.10177,0.25084,0.59658,8,0.00006669,0.06669
7.02223,0.59674,174.892,-2.157,-177.773,-0.10213,0.25095,0.59674,8,-0.00009331,-0.09331
7.04944,0.59659,174.766,-1.869,-177.878,-0.10152,0.25072,0.59659,8,0.00005669,0.05669
7.08587,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8,0.00016669,0.16669
7.11767,0.5973,174.792,-1.927,-177.798,-0.10203,0.25089,0.5973,8,-0.00065331,-0.65331
7.15052,0.59674,174.892,-2.157,-177.773,-0.10213,0.25095,0.59674,8,-0.00009331,-0.09331
7.18901,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8,-0.00023331,-0.23331
7.21784,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
7.2516,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
7.28705,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8,-0.00062331,-0.62331
7.31877,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
7.35152,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8,0.00071669,0.71669
7.38642,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8,0.00031669,0.31669
7.42124,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
7.44996,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
7.48728,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8,0.00031669,0.31669
7.51771,0.59587,175.236,-2.162,-178.022,-0.10154,0.25054,0.59587,8,0.00077669,0.77669
7.55126,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
7.58575,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
7.61814,0.5971,174.885,-2.012,-177.874,-0.10183,0.25092,0.5971,8,-0.00045331,-0.45331
7.65538,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8,0.00118669,1.18669
7.68599,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
7.71737,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
7.75417,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
7.78717,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
7.81852,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
7.85571,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8,0.00118669,1.18669
7.88562,0.59634,175.082,-2.092,-177.966,-0.10167,0.25069,0.59634,8,0.00030669,0.30669
7.91752,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
7.95483,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8,0.00071669,0.71669
7.98656,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8,0.00007669,0.07669
8.01728,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
8.05426,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8,0.00016669,0.16669
8.08778,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
8.12194,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
8.15487,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8,-0.00023331,-0.23331
8.18679,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
8.22779,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8,-0.00023331,-0.23331
8.25334,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8,-0.00023331,-0.23331
8.28546,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
8.32389,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
8.35385,0.59671,175.032,-2.15,-177.792,-0.10201,0.25099,0.59671,8,-0.00006331,-0.06331
8.3865,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
8.42431,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8,0.00007669,0.07669
8.4541,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
8.48702,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8,0.00016669,0.16669
8.52596,0.59673,174.633,-1.925,-177.834,-0.10158,0.25066,0.59673,8,-0.00008331,-0.08331
8.55485,0.59659,174.766,-1.869,-177.878,-0.10152,0.25072,0.59659,8,0.00005669,0.05669
