t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible
0.0721,-0.44652,-0.02718,0.00018,0.00082,0.00552,-0.00145,0.69068,-0.00497,-0.00030,0.00069,0.00388,-0.00428,0.00041,0.10828,0.82038,0
0.0741,-0.44652,-0.02718,0.00023,0.00080,0.00546,-0.00421,0.69068,-0.00511,-0.00031,0.00089,0.00377,-0.00422,0.00346,0.10821,0.82035,0
0.0761,-0.44652,-0.02718,0.00027,0.00076,0.00539,-0.00687,0.69068,-0.00525,-0.00032,0.00108,0.00356,-0.00417,0.00599,0.10821,0.82032,0
0.0781,-0.44652,-0.02718,0.00031,0.00069,0.00532,-0.00908,0.69068,-0.00539,-0.00033,0.00127,0.00326,-0.00411,0.00802,0.10817,0.82032,0
0.0801,-0.44652,-0.02718,0.00036,0.00061,0.00525,-0.01086,0.69068,-0.00553,-0.00034,0.00146,0.00288,-0.00406,0.00953,0.10821,0.82034,0
0.0821,-0.44652,-0.02718,0.00040,0.00052,0.00518,-0.01218,0.69068,-0.00566,-0.00034,0.00165,0.00244,-0.00401,0.01053,0.10815,0.82029,0
0.0841,-0.44652,-0.02718,0.00044,0.00042,0.00511,-0.01307,0.69068,-0.00580,-0.00035,0.00183,0.00197,-0.00397,0.01101,0.10826,0.82033,0
0.0861,-0.44652,-0.02718,0.00048,0.00031,0.00504,-0.01351,0.69068,-0.00594,-0.00036,0.00201,0.00146,-0.00393,0.01099,0.10817,0.82033,0
0.0881,-0.44652,-0.02718,0.00052,0.00020,0.00497,-0.01350,0.69068,-0.00608,-0.00037,0.00219,0.00095,-0.00389,0.01045,0.10820,0.82039,0
0.0901,-0.44652,-0.02718,0.00056,0.00010,0.00490,-0.01305,0.69068,-0.00622,-0.00038,0.00236,0.00045,-0.00385,0.00940,0.10823,0.82043,0
0.0921,-0.44652,-0.02718,0.00060,-0.00000,0.00483,-0.01216,0.69068,-0.00635,-0.00039,0.00254,-0.00003,-0.00382,0.00784,0.10825,0.82047,0
0.0941,-0.44652,-0.02718,0.00064,-0.00009,0.00476,-0.01082,0.69068,-0.00649,-0.00040,0.00270,-0.00047,-0.00379,0.00577,0.10828,0.82045,0
0.0961,-0.44652,-0.02718,0.00067,-0.00017,0.00469,-0.00904,0.69068,-0.00663,-0.00040,0.00287,-0.00084,-0.00376,0.00319,0.10821,0.82051,0
0.0981,-0.44652,-0.02718,0.00071,-0.00024,0.00462,-0.00681,0.69068,-0.00677,-0.00041,0.00303,-0.00114,-0.00374,0.00009,0.10824,0.82048,0
0.1001,-0.44652,-0.02718,0.00075,-0.00028,0.00455,-0.00415,0.69068,-0.00691,-0.00042,0.00319,-0.00135,-0.00371,-0.00250,0.10820,0.82050,0
0.1021,-0.44652,-0.02718,0.00078,-0.00031,0.00448,-0.00192,0.69068,-0.00705,-0.00043,0.00335,-0.00147,-0.00370,-0.00457,0.10817,0.82049,0
0.1041,-0.44652,-0.02718,0.00082,-0.00031,0.00441,-0.00013,0.69068,-0.00718,-0.00044,0.00350,-0.00151,-0.00368,-0.00613,0.10815,0.82049,0
0.1061,-0.44652,-0.02718,0.00085,-0.00031,0.00434,0.00123,0.69068,-0.00732,-0.00045,0.00365,-0.00149,-0.00367,-0.00718,0.10814,0.82049,0
0.1081,-0.44652,-0.02718,0.00089,-0.00030,0.00427,0.00214,0.69068,-0.00746,-0.00045,0.00380,-0.00142,-0.00366,-0.00771,0.10814,0.82053,0
0.1101,-0.44652,-0.02718,0.00092,-0.00028,0.00420,0.00262,0.69068,-0.00760,-0.00046,0.00395,-0.00133,-0.00365,-0.00774,0.10812,0.82047,0
0.1121,-0.44652,-0.02718,0.00096,-0.00026,0.00413,0.00266,0.69068,-0.00774,-0.00047,0.00409,-0.00123,-0.00365,-0.00725,0.10811,0.82046,0
0.1141,-0.44652,-0.02718,0.00099,-0.00024,0.00406,0.00226,0.69068,-0.00787,-0.00048,0.00423,-0.00114,-0.00365,-0.00625,0.10805,0.82049,0
0.1161,-0.44652,-0.02718,0.00102,-0.00022,0.00399,0.00142,0.69068,-0.00801,-0.00049,0.00436,-0.00107,-0.00365,-0.00474,0.10807,0.82047,0
0.1182,-0.44652,-0.02718,0.00105,-0.00021,0.00392,0.00014,0.69068,-0.00815,-0.00050,0.00450,-0.00105,-0.00366,-0.00272,0.10805,0.82045,0
0.1202,-0.44652,-0.02718,0.00108,-0.00022,0.00386,-0.00157,0.69068,-0.00829,-0.00050,0.00463,-0.00107,-0.00366,-0.00121,0.10804,0.82044,0
0.1222,-0.44652,-0.02718,0.00111,-0.00024,0.00379,-0.00285,0.69068,-0.00843,-0.00051,0.00476,-0.00116,-0.00367,-0.00021,0.10805,0.82046,0
0.1242,-0.44652,-0.02718,0.00114,-0.00026,0.00372,-0.00368,0.69068,-0.00857,-0.00052,0.00488,-0.00128,-0.00369,0.00028,0.10807,0.82045,0
0.1262,-0.44652,-0.02718,0.00117,-0.00030,0.00365,-0.00408,0.69068,-0.00871,-0.00053,0.00500,-0.00143,-0.00370,0.00025,0.10804,0.82042,0
0.1282,-0.44652,-0.02718,0.00120,-0.00033,0.00359,-0.00404,0.69068,-0.00884,-0.00054,0.00512,-0.00158,-0.00372,-0.00028,0.10808,0.82041,0
0.1302,-0.44652,-0.02718,0.00123,-0.00036,0.00352,-0.00356,0.69068,-0.00898,-0.00055,0.00524,-0.00173,-0.00374,-0.00133,0.10804,0.82045,0
0.1322,-0.44652,-0.02718,0.00126,-0.00038,0.00346,-0.00263,0.69068,-0.00912,-0.00056,0.00535,-0.00185,-0.00377,-0.00240,0.10813,0.82046,0
0.1342,-0.44652,-0.02718,0.00129,-0.00040,0.00339,-0.00169,0.69068,-0.00926,-0.00056,0.00546,-0.00193,-0.00379,-0.00296,0.10811,0.82051,0
0.1362,-0.44652,-0.02718,0.00131,-0.00041,0.00333,-0.00119,0.69068,-0.00940,-0.00057,0.00557,-0.00199,-0.00382,-0.00301,0.10817,0.82054,0
0.1382,-0.44652,-0.02718,0.00134,-0.00042,0.00326,-0.00112,0.69068,-0.00953,-0.00058,0.00568,-0.00203,-0.00386,-0.00261,0.10809,0.82058,0
0.1402,-0.44652,-0.02718,0.00137,-0.00043,0.00320,-0.00143,0.69068,-0.00967,-0.00059,0.00578,-0.00208,-0.00389,-0.00267,0.10810,0.82052,0
0.1422,-0.44652,-0.02718,0.00139,-0.00044,0.00314,-0.00135,0.69068,-0.00981,-0.00060,0.00588,-0.00213,-0.00393,-0.00273,0.10809,0.82052,0
0.1442,-0.44652,-0.02718,0.00142,-0.00045,0.00308,-0.00127,0.69068,-0.00995,-0.00061,0.00598,-0.00218,-0.00397,-0.00279,0.10807,0.82047,0
0.1462,-0.44652,-0.02718,0.00144,-0.00046,0.00301,-0.00119,0.69068,-0.01009,-0.00061,0.00607,-0.00223,-0.00402,-0.00285,0.10806,0.82044,0
0.1482,-0.44652,-0.02718,0.00146,-0.00047,0.00295,-0.00111,0.69068,-0.01023,-0.00062,0.00617,-0.00228,-0.00406,-0.00290,0.10808,0.82035,0
0.1502,-0.44652,-0.02718,0.00149,-0.00048,0.00289,-0.00103,0.69068,-0.01037,-0.00063,0.00626,-0.00232,-0.00411,-0.00295,0.10800,0.82034,0
0.1523,-0.44563,-0.02639,-0.00209,0.00230,0.00480,-0.00257,0.69242,-0.01051,-0.00064,-0.00977,0.01161,-0.00467,-0.00249,0.10800,0.82034,0
0.1544,-0.44563,-0.02639,-0.00205,0.00228,0.00542,-0.00311,0.69242,-0.01065,-0.00065,-0.00960,0.01150,-0.00574,-0.00151,0.10799,0.82036,0
0.1564,-0.44563,-0.02639,-0.00200,0.00225,0.00647,-0.00410,0.69242,-0.01079,-0.00066,-0.00940,0.01136,-0.00733,-0.00003,0.10796,0.82044,0
0.1584,-0.44563,-0.02639,-0.00194,0.00221,0.00796,-0.00552,0.69242,-0.01093,-0.00067,-0.00915,0.01118,-0.00942,0.00197,0.10795,0.82042,0
0.1604,-0.44563,-0.02639,-0.00187,0.00216,0.00988,-0.00737,0.69242,-0.01106,-0.00067,-0.00883,0.01094,-0.01203,0.00448,0.10795,0.82038,0
0.1624,-0.44563,-0.02639,-0.00178,0.00209,0.01223,-0.00966,0.69242,-0.01120,-0.00068,-0.00844,0.01061,-0.01515,0.00750,0.10796,0.82042,0
0.1644,-0.44563,-0.02639,-0.00167,0.00200,0.01501,-0.01238,0.69242,-0.01134,-0.00069,-0.00794,0.01019,-0.01878,0.01001,0.10795,0.82039,0
0.1664,-0.44563,-0.02639,-0.00154,0.00189,0.01822,-0.01465,0.69242,-0.01148,-0.00070,-0.00734,0.00968,-0.02190,0.01201,0.10799,0.82035,0
0.1684,-0.44563,-0.02639,-0.00138,0.00177,0.02098,-0.01648,0.69242,-0.01162,-0.00071,-0.00662,0.00909,-0.02451,0.01350,0.10791,0.82032,0
0.1704,-0.44563,-0.02639,-0.00120,0.00163,0.02330,-0.01786,0.69242,-0.01176,-0.00072,-0.00581,0.00844,-0.02661,0.01447,0.10788,0.82034,0
0.1724,-0.44563,-0.02639,-0.00101,0.00148,0.02516,-0.01880,0.69242,-0.01189,-0.00072,-0.00491,0.00775,-0.02819,0.01493,0.10782,0.82036,0
0.1744,-0.44563,-0.02639,-0.00080,0.00133,0.02657,-0.01928,0.69242,-0.01203,-0.00073,-0.00396,0.00702,-0.02926,0.01488,0.10784,0.82040,0
0.1764,-0.44563,-0.02639,-0.00059,0.00118,0.02753,-0.01932,0.69242,-0.01217,-0.00074,-0.00296,0.00629,-0.02982,0.01432,0.10781,0.82044,0
0.1784,-0.44563,-0.02639,-0.00037,0.00102,0.02804,-0.01892,0.69242,-0.01231,-0.00075,-0.00193,0.00557,-0.02987,0.01325,0.10772,0.82044,0
0.1804,-0.44563,-0.02639,-0.00014,0.00088,0.02809,-0.01806,0.69242,-0.01245,-0.00076,-0.00090,0.00487,-0.02941,0.01166,0.10770,0.82047,0
0.1824,-0.44563,-0.02639,0.00008,0.00074,0.02770,-0.01676,0.69242,-0.01258,-0.00077,0.00013,0.00421,-0.02843,0.00956,0.10768,0.82046,0
0.1844,-0.44563,-0.02639,0.00030,0.00061,0.02685,-0.01501,0.69242,-0.01272,-0.00077,0.00114,0.00361,-0.02695,0.00695,0.10760,0.82047,0
0.1864,-0.44563,-0.02639,0.00051,0.00050,0.02555,-0.01281,0.69242,-0.01286,-0.00078,0.00210,0.00308,-0.02495,0.00383,0.10755,0.82046,0
0.1884,-0.44563,-0.02639,0.00071,0.00041,0.02379,-0.01017,0.69242,-0.01300,-0.00079,0.00301,0.00264,-0.02243,0.00122,0.10752,0.82051,0
0.1904,-0.44563,-0.02639,0.00089,0.00033,0.02159,-0.00796,0.69242,-0.01314,-0.00080,0.00384,0.00230,-0.01941,-0.00088,0.10744,0.82055,0
0.1924,-0.44563,-0.02639,0.00105,0.00028,0.01894,-0.00619,0.69242,-0.01327,-0.00081,0.00458,0.00203,-0.01587,-0.00246,0.10739,0.82055,0
0.1944,-0.44563,-0.02639,0.00119,0.00023,0.01584,-0.00485,0.69242,-0.01341,-0.00082,0.00521,0.00182,-0.01183,-0.00354,0.10733,0.82057,0
0.1964,-0.44563,-0.02639,0.00130,0.00020,0.01229,-0.00395,0.69242,-0.01355,-0.00082,0.00572,0.00165,-0.00783,-0.00410,0.10726,0.82058,0
0.1984,-0.44563,-0.02639,0.00139,0.00017,0.00879,-0.00348,0.69242,-0.01369,-0.00083,0.00609,0.00151,-0.00435,-0.00415,0.10723,0.82060,0
0.2004,-0.44563,-0.02639,0.00145,0.00014,0.00571,-0.00345,0.69242,-0.01383,-0.00084,0.00634,0.00137,-0.00138,-0.00369,0.10717,0.82056,0
0.2024,-0.44563,-0.02639,0.00148,0.00011,0.00308,-0.00385,0.69242,-0.01396,-0.00085,0.00648,0.00124,0.00108,-0.00271,0.10716,0.82060,0
0.2044,-0.44563,-0.02639,0.00150,0.00008,0.00087,-0.00469,0.69242,-0.01410,-0.00086,0.00652,0.00107,0.00303,-0.00123,0.10717,0.82058,0
0.2064,-0.44563,-0.02639,0.00150,0.00004,-0.00089,-0.00596,0.69242,-0.01424,-0.00087,0.00649,0.00087,0.00447,0.00000,0.10719,0.82057,0
0.2084,-0.44563,-0.02639,0.00148,-0.00002,-0.00222,-0.00701,0.69242,-0.01438,-0.00088,0.00641,0.00062,0.00539,0.00072,0.10712,0.82059,0
0.2104,-0.44563,-0.02639,0.00146,-0.00007,-0.00311,-0.00762,0.69242,-0.01452,-0.00088,0.00628,0.00034,0.00580,0.00093,0.10718,0.82058,0
0.2124,-0.44563,-0.02639,0.00144,-0.00014,-0.00355,-0.00779,0.69242,-0.01466,-0.00089,0.00612,0.00005,0.00570,0.00062,0.10713,0.82061,0
0.2144,-0.44563,-0.02639,0.00141,-0.00020,-0.00356,-0.00752,0.69242,-0.01479,-0.00090,0.00596,-0.00024,0.00509,-0.00019,0.10717,0.82061,0
0.2164,-0.44635,-0.02314,0.00041,-0.00188,-0.00400,-0.00852,0.69765,-0.01493,-0.00091,0.00047,-0.00493,0.00396,-0.00152,0.10713,0.82060,0
0.2184,-0.44635,-0.02314,0.00038,-0.00194,-0.00307,-0.00725,0.69765,-0.01507,-0.00092,0.00031,-0.00523,0.00233,-0.00337,0.10710,0.82059,0
0.2204,-0.44635,-0.02314,0.00036,-0.00199,-0.00169,-0.00555,0.69765,-0.01521,-0.00093,0.00019,-0.00547,0.00018,-0.00572,0.10707,0.82063,0
0.2224,-0.44635,-0.02314,0.00035,-0.00203,0.00012,-0.00340,0.69765,-0.01535,-0.00093,0.00013,-0.00564,-0.00248,-0.00756,0.10711,0.82060,0
0.2244,-0.44635,-0.02314,0.00036,-0.00205,0.00237,-0.00169,0.69765,-0.01548,-0.00094,0.00015,-0.00574,-0.00565,-0.00889,0.10710,0.82063,0
0.2264,-0.44635,-0.02314,0.00039,-0.00206,0.00506,-0.00041,0.69765,-0.01562,-0.00095,0.00026,-0.00578,-0.00934,-0.00971,0.10716,0.82065,0
0.2284,-0.44635,-0.02314,0.00045,-0.00206,0.00818,0.00042,0.69765,-0.01576,-0.00096,0.00047,-0.00579,-0.01354,-0.01001,0.10712,0.82058,0
0.2304,-0.44635,-0.02314,0.00053,-0.00205,0.01173,0.00082,0.69765,-0.01590,-0.00097,0.00082,-0.00576,-0.01722,-0.00980,0.10710,0.82062,0
0.2324,-0.44635,-0.02314,0.00063,-0.00205,0.01484,0.00078,0.69765,-0.01604,-0.00098,0.00129,-0.00574,-0.02039,-0.00909,0.10710,0.82060,0
0.2344,-0.44635,-0.02314,0.00076,-0.00204,0.01750,0.00030,0.69765,-0.01617,-0.00098,0.00187,-0.00572,-0.02305,-0.00785,0.10698,0.82055,0
0.2364,-0.44635,-0.02314,0.00091,-0.00204,0.01972,-0.00061,0.69765,-0.01631,-0.00099,0.00254,-0.00573,-0.02520,-0.00672,0.10695,0.82048,0
0.2384,-0.44635,-0.02314,0.00108,-0.00205,0.02149,-0.00144,0.69765,-0.01645,-0.00100,0.00329,-0.00577,-0.02684,-0.00609,0.10695,0.82047,0
0.2404,-0.44635,-0.02314,0.00125,-0.00206,0.02281,-0.00184,0.69765,-0.01659,-0.00101,0.00409,-0.00583,-0.02796,-0.00598,0.10685,0.82044,0
0.2424,-0.44635,-0.02314,0.00144,-0.00208,0.02367,-0.00180,0.69765,-0.01673,-0.00102,0.00494,-0.00590,-0.02857,-0.00638,0.10679,0.82041,0
0.2444,-0.44635,-0.02314,0.00163,-0.00209,0.02409,-0.00132,0.69765,-0.01686,-0.00103,0.00581,-0.00596,-0.02868,-0.00699,0.10670,0.82041,0
0.2464,-0.44635,-0.02314,0.00182,-0.00210,0.02406,-0.00066,0.69765,-0.01700,-0.00104,0.00668,-0.00600,-0.02826,-0.00708,0.10666,0.82036,0
0.2484,-0.44635,-0.02314,0.00201,-0.00210,0.02358,-0.00043,0.69765,-0.01714,-0.00104,0.00755,-0.00602,-0.02734,-0.00707,0.10658,0.82040,0
0.2504,-0.44635,-0.02314,0.00220,-0.00211,0.02264,-0.00031,0.69765,-0.01728,-0.00105,0.00839,-0.00604,-0.02590,-0.00709,0.10656,0.82037,0
0.2524,-0.44635,-0.02314,0.00237,-0.00211,0.02126,-0.00014,0.69765,-0.01742,-0.00106,0.00919,-0.00605,-0.02396,-0.00711,0.10658,0.82037,0
0.2544,-0.44635,-0.02314,0.00254,-0.00211,0.01943,0.00001,0.69765,-0.01756,-0.00107,0.00992,-0.00606,-0.02150,-0.00712,0.10653,0.82036,0
0.2564,-0.44635,-0.02314,0.00268,-0.00211,0.01715,0.00017,0.69765,-0.01769,-0.00108,0.01058,-0.00605,-0.01853,-0.00713,0.10650,0.82037,0
0.2584,-0.44635,-0.02314,0.00281,-0.00211,0.01442,0.00031,0.69765,-0.01783,-0.00109,0.01114,-0.00605,-0.01504,-0.00713,0.10648,0.82033,0
0.2604,-0.44635,-0.02314,0.00291,-0.00210,0.01125,0.00046,0.69765,-0.01797,-0.00109,0.01159,-0.00603,-0.01105,-0.00713,0.10638,0.82031,0
0.2624,-0.44635,-0.02314,0.00299,-0.00210,0.00764,0.00059,0.69765,-0.01811,-0.00110,0.01191,-0.00602,-0.00654,-0.00712,0.10631,0.82028,0
0.2644,-0.44635,-0.02314,0.00303,-0.00209,0.00358,0.00073,0.69765,-0.01825,-0.00111,0.01208,-0.00599,-0.00254,-0.00711,0.10633,0.82026,0
0.2664,-0.44635,-0.02314,0.00305,-0.00209,-0.00003,0.00085,0.69765,-0.01838,-0.00112,0.01212,-0.00597,0.00094,-0.00709,0.10632,0.82029,0
0.2684,-0.44635,-0.02314,0.00303,-0.00208,-0.00322,0.00098,0.69765,-0.01852,-0.00113,0.01202,-0.00593,0.00391,-0.00706,0.10627,0.82025,0
0.2704,-0.44635,-0.02314,0.00300,-0.00207,-0.00596,0.00110,0.69765,-0.01866,-0.00114,0.01181,-0.00590,0.00637,-0.00703,0.10625,0.82028,0
0.2724,-0.44635,-0.02314,0.00294,-0.00206,-0.00826,0.00121,0.69765,-0.01880,-0.00114,0.01150,-0.00586,0.00832,-0.00700,0.10624,0.82022,0
0.2744,-0.44635,-0.02314,0.00287,-0.00205,-0.01012,0.00132,0.69765,-0.01894,-0.00115,0.01111,-0.00581,0.00975,-0.00696,0.10631,0.82021,0
0.2764,-0.44635,-0.02314,0.00278,-0.00204,-0.01153,0.00142,0.69765,-0.01907,-0.00116,0.01067,-0.00576,0.01068,-0.00692,0.10632,0.82018,0
0.2785,-0.44514,-0.02111,-0.00082,-0.00218,-0.01308,0.00069,0.70878,-0.01921,-0.00117,-0.00517,-0.00438,0.01109,-0.00637,0.10633,0.82019,0
0.2805,-0.44514,-0.02111,-0.00092,-0.00217,-0.01337,0.00036,0.70878,-0.01935,-0.00118,-0.00571,-0.00437,0.01099,-0.00554,0.10634,0.82021,0
0.2825,-0.44514,-0.02111,-0.00103,-0.00217,-0.01322,-0.00020,0.70878,-0.01949,-0.00119,-0.00625,-0.00437,0.01038,-0.00523,0.10632,0.82016,0
0.2845,-0.44514,-0.02111,-0.00113,-0.00218,-0.01262,-0.00032,0.70878,-0.01963,-0.00119,-0.00678,-0.00438,0.00925,-0.00543,0.10634,0.82016,0
0.2865,-0.44514,-0.02111,-0.00123,-0.00218,-0.01158,-0.00000,0.70878,-0.01977,-0.00120,-0.00727,-0.00439,0.00761,-0.00559,0.10630,0.82015,0
0.2885,-0.44514,-0.02111,-0.00132,-0.00218,-0.01010,0.00028,0.70878,-0.01990,-0.00121,-0.00772,-0.00438,0.00547,-0.00559,0.10630,0.82014,0
0.2905,-0.44514,-0.02111,-0.00139,-0.00217,-0.00817,0.00043,0.70878,-0.02004,-0.00122,-0.00811,-0.00437,0.00281,-0.00559,0.10630,0.82013,0
0.2925,-0.44514,-0.02111,-0.00145,-0.00217,-0.00580,0.00057,0.70878,-0.02018,-0.00123,-0.00841,-0.00436,-0.00037,-0.00558,0.10633,0.82008,0
0.2945,-0.44514,-0.02111,-0.00148,-0.00216,-0.00299,0.00071,0.70878,-0.02032,-0.00124,-0.00862,-0.00433,-0.00405,-0.00557,0.10637,0.82011,0
0.2965,-0.44514,-0.02111,-0.00149,-0.00216,0.00026,0.00085,0.70878,-0.02046,-0.00125,-0.00871,-0.00431,-0.00825,-0.00555,0.10635,0.82014,0
0.2985,-0.44514,-0.02111,-0.00147,-0.00215,0.00395,0.00097,0.70878,-0.02060,-0.00125,-0.00867,-0.00427,-0.01296,-0.00553,0.10636,0.82010,0
0.3005,-0.44514,-0.02111,-0.00143,-0.00214,0.00807,0.00110,0.70878,-0.02073,-0.00126,-0.00849,-0.00424,-0.01818,-0.00550,0.10640,0.82012,0
0.3025,-0.44514,-0.02111,-0.00134,-0.00213,0.01262,0.00122,0.70878,-0.02087,-0.00127,-0.00814,-0.00420,-0.02391,-0.00547,0.10641,0.82012,0
0.3045,-0.44514,-0.02111,-0.00122,-0.00212,0.01761,0.00133,0.70878,-0.02101,-0.00128,-0.00761,-0.00415,-0.02913,-0.00543,0.10637,0.82009,0
